#Coor		Free	+/-		Prob		+/-
2.319167	9.555108	-nan	0.000000	-nan
2.377500	7.767220	-nan	0.000000	-nan
2.435833	5.884985	-nan	0.000001	-nan
2.494167	4.047001	-nan	0.000031	-nan
2.552500	3.980956	-nan	0.000035	-nan
2.610833	4.056446	-nan	0.000031	-nan
2.669167	4.023957	-nan	0.000032	-nan
2.727500	3.662278	-nan	0.000060	-nan
2.785833	2.972810	-nan	0.000189	-nan
2.844167	2.237094	-nan	0.000650	-nan
2.902500	1.641827	-nan	0.001764	-nan
2.960833	1.281195	-nan	0.003230	-nan
3.019167	0.972839	-nan	0.005418	-nan
3.077500	0.606893	-nan	0.010010	-nan
3.135833	0.168677	-nan	0.020877	-nan
3.194167	0.000000	-nan	0.027704	-nan
3.252500	0.544022	-nan	0.011123	-nan
3.310833	1.420149	-nan	0.002559	-nan
3.369167	2.866735	-nan	0.000226	-nan
3.427500	4.703016	-nan	0.000010	-nan
3.485833	6.567487	-nan	0.000000	-nan
3.544167	7.216474	-nan	0.000000	-nan
3.602500	6.219529	-nan	0.000001	-nan
3.660833	5.284854	-nan	0.000004	-nan
3.719167	4.609498	-nan	0.000012	-nan
3.777500	3.948241	-nan	0.000037	-nan
3.835833	3.223985	-nan	0.000124	-nan
3.894167	2.524816	-nan	0.000401	-nan
3.952500	2.128615	-nan	0.000780	-nan
4.010833	1.651610	-nan	0.001735	-nan
4.069167	1.373514	-nan	0.002767	-nan
4.127500	1.113531	-nan	0.004279	-nan
4.185833	0.896103	-nan	0.006162	-nan
4.244167	0.724070	-nan	0.008224	-nan
4.302500	0.560537	-nan	0.010819	-nan
4.360833	0.418057	-nan	0.013740	-nan
4.419167	0.325649	-nan	0.016044	-nan
4.477500	0.266655	-nan	0.017713	-nan
4.535833	0.247737	-nan	0.018284	-nan
4.594167	0.269084	-nan	0.017641	-nan
4.652500	0.334272	-nan	0.015814	-nan
4.710833	0.387155	-nan	0.014471	-nan
4.769167	0.404973	-nan	0.014045	-nan
4.827500	0.420936	-nan	0.013674	-nan
4.885833	0.406950	-nan	0.013999	-nan
4.944167	0.375860	-nan	0.014748	-nan
5.002500	0.375313	-nan	0.014762	-nan
5.060833	0.344665	-nan	0.015540	-nan
5.119167	0.358764	-nan	0.015177	-nan
5.177500	0.375761	-nan	0.014751	-nan
5.235833	0.411320	-nan	0.013896	-nan
5.294167	0.466681	-nan	0.012664	-nan
5.352500	0.528060	-nan	0.011425	-nan
5.410833	0.606199	-nan	0.010022	-nan
5.469167	0.681772	-nan	0.008828	-nan
5.527500	0.783290	-nan	0.007446	-nan
5.585833	0.872850	-nan	0.006407	-nan
5.644167	0.955342	-nan	0.005579	-nan
5.702500	1.039061	-nan	0.004848	-nan
5.760833	1.068691	-nan	0.004613	-nan
5.819167	1.092833	-nan	0.004430	-nan
5.877500	1.114661	-nan	0.004271	-nan
5.935833	1.111236	-nan	0.004296	-nan
5.994167	1.111600	-nan	0.004293	-nan
6.052500	1.117494	-nan	0.004251	-nan
6.110833	1.079166	-nan	0.004533	-nan
6.169167	1.070787	-nan	0.004597	-nan
6.227500	1.048244	-nan	0.004774	-nan
6.285833	1.028727	-nan	0.004933	-nan
