#Coor		Free	+/-		Prob		+/-
6.344167	0.992271	-nan	0.005244	-nan
6.402500	0.974747	-nan	0.005401	-nan
6.460833	0.947015	-nan	0.005658	-nan
6.519167	0.902032	-nan	0.006101	-nan
6.577500	0.880552	-nan	0.006325	-nan
6.635833	0.862009	-nan	0.006525	-nan
6.694167	0.827256	-nan	0.006917	-nan
6.752500	0.819517	-nan	0.007007	-nan
6.810833	0.808533	-nan	0.007137	-nan
6.869167	0.777582	-nan	0.007518	-nan
6.927500	0.783683	-nan	0.007441	-nan
6.985833	0.773720	-nan	0.007567	-nan
7.044167	0.787790	-nan	0.007390	-nan
7.102500	0.782216	-nan	0.007460	-nan
7.160833	0.789594	-nan	0.007368	-nan
7.219167	0.785360	-nan	0.007420	-nan
7.277500	0.801909	-nan	0.007217	-nan
7.335833	0.812068	-nan	0.007095	-nan
7.394167	0.803481	-nan	0.007198	-nan
7.452500	0.815161	-nan	0.007058	-nan
7.510833	0.827230	-nan	0.006917	-nan
7.569167	0.835245	-nan	0.006825	-nan
7.627500	0.864688	-nan	0.006496	-nan
7.685833	0.877389	-nan	0.006359	-nan
7.744167	0.882344	-nan	0.006306	-nan
7.802500	0.918627	-nan	0.005934	-nan
7.860833	0.925723	-nan	0.005864	-nan
7.919167	0.945537	-nan	0.005672	-nan
7.977500	0.953260	-nan	0.005599	-nan
8.035833	0.952298	-nan	0.005608	-nan
8.094167	0.970352	-nan	0.005441	-nan
8.152500	0.987769	-nan	0.005284	-nan
8.210833	0.990166	-nan	0.005263	-nan
8.269167	0.978561	-nan	0.005366	-nan
8.327500	0.989731	-nan	0.005267	-nan
8.385833	0.962329	-nan	0.005514	-nan
8.444167	0.974171	-nan	0.005406	-nan
8.502500	0.966764	-nan	0.005474	-nan
8.560833	0.941641	-nan	0.005709	-nan
8.619167	0.920269	-nan	0.005918	-nan
8.677500	0.928030	-nan	0.005841	-nan
8.735833	0.919918	-nan	0.005921	-nan
8.794167	0.893587	-nan	0.006188	-nan
8.852500	0.906938	-nan	0.006051	-nan
8.910833	0.896849	-nan	0.006155	-nan
8.969167	0.901690	-nan	0.006105	-nan
9.027500	0.895937	-nan	0.006164	-nan
9.085833	0.894768	-nan	0.006176	-nan
9.144167	0.869110	-nan	0.006448	-nan
9.202500	0.874926	-nan	0.006385	-nan
9.260833	0.853810	-nan	0.006615	-nan
9.319167	0.862256	-nan	0.006522	-nan
9.377500	0.870559	-nan	0.006432	-nan
9.435833	0.862746	-nan	0.006517	-nan
9.494167	0.851506	-nan	0.006641	-nan
9.552500	0.870776	-nan	0.006430	-nan
9.610833	0.867836	-nan	0.006462	-nan
9.669167	0.847756	-nan	0.006683	-nan
9.727500	0.859613	-nan	0.006551	-nan
9.785833	0.854773	-nan	0.006605	-nan
9.844167	0.846932	-nan	0.006692	-nan
9.902500	0.850477	-nan	0.006652	-nan
9.960833	0.854960	-nan	0.006603	-nan
10.019167	0.835412	-nan	0.006823	-nan
10.077500	0.838884	-nan	0.006783	-nan
10.135833	0.825252	-nan	0.006940	-nan
10.194167	0.841151	-nan	0.006757	-nan
10.252500	0.848315	-nan	0.006677	-nan
10.310833	0.845079	-nan	0.006713	-nan
10.369167	0.835832	-nan	0.006818	-nan
10.427500	0.843295	-nan	0.006733	-nan
10.485833	0.838222	-nan	0.006791	-nan
10.544167	0.825565	-nan	0.006936	-nan
10.602500	0.826208	-nan	0.006929	-nan
10.660833	0.818812	-nan	0.007015	-nan
10.719167	0.824333	-nan	0.006951	-nan
10.777500	0.825106	-nan	0.006942	-nan
10.835833	0.807628	-nan	0.007148	-nan
10.894167	0.815874	-nan	0.007050	-nan
10.952500	0.812238	-nan	0.007093	-nan
11.010833	0.821450	-nan	0.006984	-nan
#Window		Free	+/-	
#0	0.000000	-nan
#1	-1.367428	-nan
#2	-2.865142	-nan
#3	-4.593767	-nan
#4	-6.342491	-nan
#5	-6.450389	-nan
#6	-6.378201	-nan
#7	-6.356521	-nan
#8	-6.522527	-nan
#9	-6.957623	-nan
#10	-7.585095	-nan
#11	-8.232372	-nan
#12	-8.744270	-nan
#13	-9.042564	-nan
#14	-9.288941	-nan
#15	-9.574270	-nan
#16	-9.928792	-nan
#17	-10.302934	-nan
#18	-10.443243	-nan
#19	-10.021954	-nan
#20	-9.409653	-nan
#21	-8.618506	-nan
#22	-7.381594	-nan
#23	-5.815620	-nan
#24	-4.214060	-nan
#25	-3.407412	-nan
#26	-4.174615	-nan
#27	-4.969004	-nan
#28	-5.541916	-nan
#29	-6.088670	-nan
#30	-6.683851	-nan
#31	-7.325461	-nan
#32	-7.929714	-nan
#33	-8.276256	-nan
#34	-9.167876	-nan
#35	-9.441441	-nan
#36	-9.670411	-nan
#37	-9.869260	-nan
#38	-10.041533	-nan
#39	-10.192653	-nan
#40	-10.327997	-nan
#41	-10.444731	-nan
#42	-10.536340	-nan
#43	-10.600784	-nan
#44	-10.638508	-nan
#45	-10.648968	-nan
#46	-10.632582	-nan
#47	-10.595865	-nan
#48	-10.554822	-nan
#49	-10.524447	-nan
#50	-10.507969	-nan
#51	-10.504703	-nan
#52	-10.514289	-nan
#53	-10.529249	-nan
#54	-10.542411	-nan
#55	-10.553180	-nan
#56	-10.545977	-nan
#57	-10.493190	-nan
#58	-10.397827	-nan
#59	-10.271595	-nan
#60	-10.120404	-nan
#61	-9.971589	-nan
#62	-9.864248	-nan
#63	-9.816955	-nan
#64	-9.802522	-nan
#65	-9.807298	-nan
#66	-9.837630	-nan
#67	-9.871257	-nan
#68	-9.915419	-nan
#69	-9.961554	-nan
#70	-10.016053	-nan
#71	-10.058132	-nan
#72	-10.092288	-nan
#73	-10.119002	-nan
#74	-10.133538	-nan
#75	-10.131358	-nan
#76	-10.127631	-nan
#77	-10.120017	-nan
#78	-10.107316	-nan
#79	-10.099936	-nan
#80	-10.080690	-nan
#81	-10.050725	-nan
#82	-10.024574	-nan
#83	-9.991831	-nan
#84	-9.968645	-nan
#85	-9.955291	-nan
#86	-9.934027	-nan
#87	-9.929125	-nan
#88	-9.935877	-nan
#89	-9.945157	-nan
#90	-9.964506	-nan
#91	-9.987431	-nan
#92	-10.000015	-nan
#93	-10.012153	-nan
#94	-10.014398	-nan
#95	-10.019374	-nan
#96	-10.036186	-nan
#97	-10.049905	-nan
#98	-10.050084	-nan
#99	-10.052146	-nan
#100	-10.050811	-nan
#101	-10.054691	-nan
#102	-10.058777	-nan
#103	-10.063371	-nan
#104	-10.064582	-nan
#105	-10.075203	-nan
#106	-10.080008	-nan
#107	-10.070471	-nan
#108	-10.072372	-nan
#109	-10.074920	-nan
#110	-10.084384	-nan
#111	-10.091047	-nan
#112	-10.091853	-nan
#113	-10.099482	-nan
#114	-10.082809	-nan
#115	-9.681696	-nan
